id,name,rating,hotel_id
1970324837384405,Kuum Hotel & Spa Bodrum,,246
1970324837384406,Vogue Hotel Supreme Bodrum,,318
1970324837384407,Moyo Luxury Boutique Hotel & Beach,,268
1970324837384408,Voyage Torba,,119
1970324837384409,La Quinta By Wyndham Bodrum,,83
1970324837384410,Salmakis Resort & Spa,,7
1970324837384411,Charm Beach Hotel,,356
1970324837384412,Yelken Mandalinci SPA & Wellness,,6
1970324837384413,Arin Resort Bodrum,,153
1970324837384414,Azure By Yelken,,207
1970324837384415,Sianji Well-Being Resort,,276
1970324837384416,Golden Age Yalıkavak,,133
1970324837384417,Sirene Luxury Hotel Bodrum,,376
1970324837384418,Bodrum Holiday Resort & SPA,,2109537
1970324837384419,Swissotel Resort Bodrum Beach,,342
1970324837384420,Root Redrock Yalikavak,,2109460
1970324837384421,Toka Bodrum Hotel & Beach Club,,377
1970324837384422,Azka Hotel Bodrum,,500
1970324837384423,Mirada Exclusive Bodrum,,2109427
1970324837384424,Club & Hotel Letoonia,,573
1970324837384425,Alesta Yacht Hotel,,3730
1970324837384426,Orka Sunlife Resort & Spa,,317
1970324837384427,Lykia Botanika Beach & Fun Club,,574
1970324837384428,Liberty Lykia Adults Only +16,,4145
1970324837384429,Sundia by Liberty Oludeniz,,1406
1970324837384430,Sundia By Liberty Suncity,,1005
1970324837384431,Liberty Fabay,,18481
1970324837384432,Rixos Premium Gocek,,331
1970324837384433,Club Tuana Fethiye,,8
1970324837384434,Orka Lotus Beach,,360
1970324837384435,Elite World Marmaris Hotel,,22
1970324837384436,Grand Yazici Club Marmaris Palace,,24
1970324837384437,Marti La Perla,,25
1970324837384438,Marti Resort Marmaris,,105
1970324837384439,Mirage World Hotel,,125
1970324837384440,Turunc Resort Hotel,,26
1970324837384441,Turunc Premium Hotel,,359
1970324837384442,Baraka Hisaronu,,355
1970324837384443,Grand Yazici Club Turban,,187
1970324837384444,Casa De Maris Spa & Resort Hotel,,3746
1970324837384445,Emre Hotel,,5933
1970324837384446,Blue Bay Platinum Hotel,,21
1970324837384447,Lalila Blue Suites,,23
1970324837384448,Marti Hemithea Hotel,,319
1970324837384449,Costa Mare Suites,,309
1970324837384450,Hilton Dalaman Sarigerme Resort & Spa,,2642
1970324837384451,XL Hotel Sarigerme,,1990
